COLOR,SOL,SEQ_ID,FEATURE,LTST,INCIDENCE_ANGLE,EMISSION_ANGLE,SOLAR_ELEVATION,SOLAR_AZIMUTH,INSTRUMENT,L6,L0B,R0B,L5,L0G,R0G,L4,L0R,R0R,L3,L2,L1,R1,R2,R3,R4,R5,R6,L6_STD,L0B_STD,R0B_STD,L5_STD,L0G_STD,R0G_STD,L4_STD,L0R_STD,R0R_STD,L3_STD,L2_STD,L1_STD,R1_STD,R2_STD,R3_STD,R4_STD,R5_STD,R6_STD,L6_COUNT,L0B_COUNT,R0B_COUNT,L5_COUNT,L0G_COUNT,R0G_COUNT,L4_COUNT,L0R_COUNT,R0R_COUNT,L3_COUNT,L2_COUNT,L1_COUNT,R1_COUNT,R2_COUNT,R3_COUNT,R4_COUNT,R5_COUNT,R6_COUNT,AZIMUTH_ANGLE,FORMAT_VERSION,CALTARGET_ELEMENT,FILE_TIMESTAMP
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.48313384,0.17882662,0.17477117,0.34009193,0.17882662,0.17477117,0.17555838,0.17882662,0.17477117,0.17252426,0.22059011,0.21657962,0.21342811,0.30451111,0.49358923,0.64543337,0.72053054,0.70818626,0.0023200279,0.0024190059,0.0023508405,0.0026890436,0.0024190059,0.0023508405,0.0025259093,0.0024190059,0.0023508405,0.0023838246,0.0019634784,0.0016752511,0.0019467538,0.002117506,0.0023447176,0.0026465786,0.0028161727,0.0021967266,473,473,465,473,473,465,473,473,465,473,473,473,465,465,465,465,465,465,76.46368,1.0 2021-09-20,BLUE_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.18148875,0.18493908,0.18069234,0.34364865,0.18493908,0.18069234,0.18636578,0.18493908,0.18069234,0.18221691,0.23788731,0.23156226,0.22829241,0.32130612,0.49920373,0.63637154,0.7052427,0.6975908,0.0011204432,0.0028929975,0.0023924627,0.0028417198,0.0028929975,0.0023924627,0.0028921907,0.0028929975,0.0023924627,0.002561284,0.0022692377,0.0021267187,0.0020617112,0.0022744233,0.0026261762,0.0028587625,0.0029677138,0.002330964,453,453,435,453,453,435,453,453,435,453,453,453,435,435,435,435,435,435,76.46368,1.0 2021-09-20,GREEN_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.1444639,0.79994357,0.79736972,0.64071584,0.79994357,0.79736972,0.80252502,0.79994357,0.79736972,0.83220689,0.86092246,0.86411531,0.86093444,0.87818297,0.88906188,0.89669541,0.90004787,0.89774474,0.00087616635,0.004786706,0.0047810627,0.0039250673,0.004786706,0.0047810627,0.0051193316,0.004786706,0.0047810627,0.0046749414,0.0039660795,0.0036160135,0.0036480234,0.0032959229,0.0031603281,0.0028507003,0.0027560187,0.0022661822,471,471,461,471,471,461,471,471,461,471,471,471,461,461,461,461,461,461,76.46368,1.0 2021-09-20,YELLOW_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.13096698,0.53699429,0.53512547,0.12673488,0.53699429,0.53512547,0.29705794,0.53699429,0.53512547,0.75069879,0.84187994,0.83884267,0.8374945,0.83803569,0.84001849,0.8457351,0.84837361,0.8387447,0.00083708463,0.0036126728,0.0038107988,0.0014323591,0.0036126728,0.0038107988,0.0031654021,0.0036126728,0.0038107988,0.0044668985,0.0040807553,0.003698313,0.0038986576,0.003329161,0.0031172583,0.0028974425,0.0027238722,0.0022810227,436,436,445,436,436,445,436,436,445,436,436,436,445,445,445,445,445,445,76.46368,1.0 2021-09-20,RED_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.10307832,0.083816454,0.078967131,0.093419988,0.083816454,0.078967131,0.085184108,0.083816454,0.078967131,0.081041219,0.090164604,0.099484167,0.095286009,0.13784848,0.17775111,0.19921904,0.2175781,0.21749007,0.00074269586,0.0024125131,0.0024188991,0.0014141046,0.0024125131,0.0024188991,0.0024410233,0.0024125131,0.0024188991,0.0025373992,0.0023213233,0.002092215,0.0018986356,0.0018661185,0.0016633704,0.0016219373,0.0015867065,0.0012133953,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,76.46368,1.0 2021-09-20,BLACK_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.42743725,0.41967284,0.41603387,0.41953758,0.41967284,0.41603387,0.41939645,0.41967284,0.41603387,0.41973142,0.41148233,0.39992982,0.39611623,0.3735462,0.35889575,0.34955288,0.33630132,0.32763953,0.0025860787,0.0037576508,0.0035563511,0.0033969961,0.0037576508,0.0035563511,0.0039487163,0.0037576508,0.0035563511,0.0036523416,0.0030279705,0.0025531431,0.0023187694,0.0022357826,0.0019738047,0.0019711724,0.0018425,0.0014419644,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,76.46368,1.0 2021-09-20,DARK_GRAY_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,0.75293182,0.75212807,0.74871855,0.75858291,0.75212807,0.74871855,0.75461589,0.75212807,0.74871855,0.74756772,0.73698115,0.72494937,0.72201062,0.70512462,0.69360513,0.6847604,0.66864512,0.65760928,0.0048240281,0.0071293176,0.0068575268,0.0063106008,0.0071293176,0.0068575268,0.0080375202,0.0071293176,0.0068575268,0.0070478344,0.0056616105,0.0047446336,0.0048757152,0.0040058435,0.0037134765,0.0034191792,0.0033065408,0.0023954804,402,402,397,402,402,397,402,402,397,402,402,402,397,397,397,397,397,397,76.46368,1.0 2021-09-20,LIGHT_GRAY_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,1.0010158,1.0201829,1.0230519,1.0131224,1.0201829,1.0230519,1.0188277,1.0201829,1.0230519,1.0212876,1.0199816,1.0181098,1.0211955,1.0255554,1.0246289,1.0234575,1.0223378,1.0218632,0.0056718997,0.0099223158,0.0070997787,0.0085563876,0.0099223158,0.0070997787,0.011429118,0.0099223158,0.0070997787,0.010418163,0.0088540227,0.0077219986,0.0056982466,0.0054808072,0.0049707051,0.0046118861,0.004533862,0.0036627025,426,426,415,426,426,415,426,426,415,426,426,426,415,415,415,415,415,415,76.46368,1.0 2021-09-20,WHITE_CHIP_OUTER,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0024752766,0.0043604854,0.0040349372,0.0041287201,0.0043604854,0.0040349372,0.0049907606,0.0043604854,0.0040349372,0.0043239706,0.0033648662,0.0029415711,0.0028267191,0.0021850069,0.0019440845,0.0018080115,0.0016981406,0.0014876896,463,463,451,463,463,451,463,463,451,463,463,463,451,451,451,451,451,451,76.46368,1.0 2021-09-20,GNOMON,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0013496606,0.0039121382,0.0036369703,0.0028835065,0.0039121382,0.0036369703,0.0047089566,0.0039121382,0.0036369703,0.0032824904,0.0030983407,0.0031572489,0.0024555155,0.0030725244,0.0025399726,0.0027093464,0.0023422906,0.0016374117,530,531,529,530,531,529,530,531,529,531,531,531,530,530,530,530,530,530,76.46368,1.0 2021-09-20,GOLD,2023-02-16T20:36:20.060454
black,72,ZCAM03012,caltarget,11:07:39,14.068892,58.241436,75.9311,62.1346,ZCAM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0035923312,0.0055333976,0.0048923381,0.0046342369,0.0055333976,0.0048923381,0.0042043816,0.0055333976,0.0048923381,0.0033709429,0.0030366957,0.002734609,0.0027034807,0.0031445047,0.0028143424,0.0027946854,0.00267464,0.0019823137,1744,1742,1683,1743,1742,1683,1744,1742,1683,1739,1743,1739,1684,1683,1683,1684,1680,1683,76.46368,1.0 2021-09-20,DECK,2023-02-16T20:36:20.060454
